Transaction_ID,Date,Customer_Name,Account_Number,Account_Type,Transaction_Type,Amount,Currency,Balance_After,Channel,Status,Category,Merchant_Name,Bank_Name,Phone_Number,Transaction_Ref,City,Remarks
TXN16501,06-01-2023,Arjun Bose,XXXX7732,SAVINGS,DR,Rs.168731.0,Rs,107264.67,POS,success,SALARY,Uber,SBI,09568913808,NULL,Jaipur,Refund
TXN16379,16/05/23,Anjali Rao,AC69523136281415,Current,debit,Rs.139239.0, INR,161569.77,IMPS,failed,GROCERY,SELF,BOB,+916335049154,REF61890258,Cuttack,NULL
TXN10501,30 Aug 2024,Anjali Rao,AC6572894134750988,Salary,DR,44645.0,rs,139849.86,pos,FAILED,emi,DMart,ICICI,4913421388,REF90883070,Kolkata,Duplicate entry
TXN16388,22 Oct 2023,RAJESH PATEL,****2167,savings,D,72114,inr,,Pos,REVERSED,EMI,SWIGGY,Canara,02518-99106,REF73856922,Surat,Salary credit
TXN14219,18-09-2024,Anjali Rao,****9935,SALARY,credit,20886.57,Rs,-,IMPS,FAILED,,Uber,HDFC,+91-7314305961,REF05035183,Ahmedabad,Test txn
TXN13035,24-07-2023,AMIT KUMAR,AC75848363917013,Fixed Deposit,credit,INR 205922.0,rs,116803.97,pos,success,Transfer,SWIGGY,ICICI,04101442305,REF57760612,DELHI,Online purchase
TXN15453,03/10/2024,Meena Iyer,XXXX6759,Salary,CR,72129.0,Rs.,247957.78,ONLINE,Reversed,SHOPPING,PayTM,Union Bank,N/A,REF43673633,Kolkata,Refund
TXN15039,07 May 2023,RAJESH PATEL,XXXX5919,SALARY,Credit,Rs.18581.62,inr,333514.38,online,pending,ATM Withdrawal,DMart,Canara,,REF04568157,Chennai,Salary credit
TXN13842,05/10/2023,Amit Kumar,0596 8328 2331,Current,Debit,"160,427.00",Rs.,44325.73,pos,failed,MEDICAL,DMART,SBI,08660968507,REF38623388,MUMBAI,Self transfer
TXN13703,"September 11, 2024",Vikram Mehta,4101 0898 72,Savings,cr,112432.0/-,Rs,412677.43,Pos,REVERSED,MEDICAL,Self,Union Bank,3947312549,REF75149767,MUMBAI,Refund
TXN12207,05/12/2023,Sunita Devi,372464560485,null,Credit,INR 183026.0,Inr,380495.54,upi,SUCCESS,MEDICAL,SELF,Yes Bank,94222-92538,REF75761765,BANGALORE,ATM cash
TXN11660,14-09-2023,Suresh Reddy,AC0830764405,current,CREDIT,INR 225697.36,Inr,362817.06,ATM,Completed,SALARY,Uber,ICICI,+91-3406368019,REF02406511,CHENNAI,Salary credit
TXN11955,"November 15, 2023",Meena Iyer,1653730534289078,Salary,debit,Rs.143896.45,INR,null,online,Success,Shopping,PAYTM,HDFC,9779631994,REF99608749,Delhi,Bill payment
TXN17050,10/03/24,Sanya Malhotra,****1666,CURRENT,dr,"242,323.00",Rs.,215883.24,MOBILE,Completed,SHOPPING,AMAZON,,+917817301923,REF97306809,Kolkata,Refund
TXN16374,04-06-2024,Rahul Sharma,XXXX3740,CURRENT,Debit,220567,INR ,311383.75,pos,success,Food,PAYTM,PNB,54708-16062,REF78865567,Bhubaneswar,ATM cash
TXN11045,14 Mar 2023,Ravi Chauhan,7551 5452 60,FD,cr,Rs.137801.0, INR,492355.98,Branch,Pending,OTHERS,Flipkart,Union Bank,03168066470,REF03850360,Pune,Refund
TXN16430,2023/06/23,Vikram Mehta,****9742,Current,CREDIT,69152, INR,187515.48,Online,Reversed,Others,NETFLIX,ICICI,+91-7664477289,REF57579118,PUNE,N/A
TXN13088,24/04/23,Amit Kumar,1519 7096 2731,CURRENT,cr, 209714.0 , INR,412462.21,N/A,pending,Entertainment,BigBazaar,ICICI,8737014498,REF58927812,Nagpur,Online purchase
TXN15636,"November 26, 2023",Suresh Reddy,****2767,CURRENT,C,null,inr,404138.82,online,pending,GROCERY,Netflix,HDFC,3456031713,REF22124056,Jaipur,Test txn
TXN17386,02-05-2023,RAHUL SHARMA,****4696,Savings,dr,"195,908.26",inr,19932.3,ONLINE,success,N/A,Reliance Fresh,Kotak,,REF39345174,Bhubaneswar,Duplicate entry
TXN17918,04/02/23,Pooja Joshi,1252542161217568,Current,debit,125388.0,inr,164714.82,ATM,Pending,-,Netflix,PNB,02761005373,REF58709331,Hyderabad,-
TXN15521,01-12-2023,Neha Gupta,XXXX5027,savings,debit,155701,INR,273189.68,Pos,failed,Medical,Myntra,HDFC,04784993688,REF62650764,Kanpur,
TXN14400,01-08-2024,Rajesh Patel,5974333434,Fixed Deposit,D,₹90761.0, INR,125937.67,BRANCH,FAILED,SALARY,NA,N/A,87287-43943,REF62131841,Lucknow,
,09/01/23,,7534430091,Current,D,INR 239451.0,Rs,348131.16,UPI,SUCCESS,EMI,N/A,BOB,01406650442,REF39627128,Hyderabad,Self transfer
TXN13618,03/10/2024,Vikram Mehta,AC1040446463898922,SAVINGS,C,157439.55,INR ,478029.52,Online,FAILED,SALARY,PhonePe,Union Bank,0069215390,REF50674817,Lucknow,
TXN14751,24/08/23,rahul sharma,XXXX5845,savings,Debit,240856.0,Rs,319081.58,MOBILE,pending,-,null,SBI,56501-63857,REF68470814,NULL,Test txn
TXN15856,2024/03/25,Arjun Bose,XXXX0248,FD,DR,₹209495.0,INR,283103.3,IMPS,SUCCESS,Medical,SELF,SBI,+914688376534,REF63918053,Nagpur,Online purchase
TXN14417,02/03/2023,Sunita Devi,-,SAVINGS,Debit,Rs.194147.0,Rs,253852.66,ATM,Failed,OTHERS,Swiggy,SBI,6931402784,REF92933729,PUNE,Online purchase
TXN10847,05-10-2023,Deepak Nair,****0959,current,DR, 80808.0 ,Inr,426870.83,UPI,FAILED,RENT,PAYTM,PNB,+91-1404893326,REF54307963,Bhubaneswar,Test txn
TXN13900,10-02-2024,Neha Gupta,AC36193538582406,Fixed Deposit,debit,"242,117.00",Rs,127501.16,MOBILE,Success,ATM Withdrawal,DMart,BOB,+913836977910,REF20896958,BANGALORE,NA
TXN17363,11-10-2023,Kavita Verma,XXXX2478,Salary,D,9156.0,INR ,286572.26,Pos,failed,SALARY,DMART,SBI,N/A,REF29903953,Kolkata,Salary credit
TXN14858,14 Sep 2023,Anjali Rao,XXXX2904,CURRENT,dr,"114,960.00",Rs,492445.04,UPI,REVERSED,GROCERY,,PNB,03747534357,REF05401503,Nagpur,
TXN16993,2024/04/15,RAJESH PATEL,XXXX1133,Fixed Deposit,cr,NA,rs,104938.04,NEFT,Pending,Others,PAYTM,Canara,+918398349108,REF11398515,Kanpur,
TXN12234,26/08/2023,Suresh Reddy,XXXX4072,Salary,C,29630.0/-,Rs,70439.97,pos,Completed,-,N/A,HDFC,+91-1474729905,REF23783904,Cuttack,
TXN14466,28 Aug 2024,Meena Iyer,XXXX8905,FD,dr,Rs.71728.64, INR,355071.4,pos,SUCCESS,RENT,PAYTM,Canara,09631777181,REF12126834,DELHI,Loan EMI
TXN16489,24-07-2023,Ravi Chauhan,XXXX3162,current,DR,7949.0/-,rs,312758.12,NEFT,,emi,NA,PNB,2703142740,REF05104612,Lucknow,Salary credit
TXN17257,19/02/24,Meena Iyer,AC28320247421153,SAVINGS,Debit,"112,803.00",inr,296525.35,upi,SUCCESS,Insurance,DMART,BOB,23495-49356,REF99119222,Lucknow,Bill payment
TXN16079,2024/01/31,null,0977 4326 479943,Current,CREDIT, 6273.0 ,Inr,68216.04,NEFT,SUCCESS,Salary,Zomato,Canara,,REF02883540,BANGALORE,UPI payment
TXN15511,09-17-2023,Neha Gupta,7791854381150742,SAVINGS,C,"105,189.00", INR,327970.17,Mobile,Reversed,INSURANCE,N/A,Canara,,REF34292861,BANGALORE,Test txn
TXN16843,2023/02/06,Vikram Mehta,****8962,Current,CR,INR 72183.26,inr,327472.84,Online,failed,Rent,N/A,AXIS,64815-96654,REF96783238,MUMBAI,Duplicate entry
TXN16797,2023/04/12,rahul sharma,1370888869920275,current,C,INR 231642.0, INR,300764.21,IMPS,Reversed,Rent,SELF,SBI,54726-62456,REF02211691,Kanpur,
TXN17171,14 Jun 2023,Neha Gupta,****6524,null,cr,"218,388.00",inr,186818.87,ATM,Failed,Entertainment,PhonePe,PNB,,REF16834181,Hyderabad,Test txn
TXN11932,2023/05/14,Pooja Joshi,3073 2166 56910708,SAVINGS,CR,167253.0,,204165.69,UPI,FAILED,Medical,NA,BOB,,REF60285953,Lucknow,Salary credit
TXN13925,22/03/24,Kavita Verma,6406 4627 88,NULL,debit,213164.12,Inr,231098.67,UPI,pending,FOOD,SELF,ICICI,85529-64893,REF61139554,MUMBAI,Test txn
TXN12913,05/04/2023,Vikram Mehta,AC28143519419979,SALARY,CREDIT,Rs.148667.0,rs,407117.47,Online,FAILED,Grocery,Netflix,Kotak,N/A,REF27365293,Bangalore,Test txn
TXN17092,"August 19, 2024",Amit Kumar,29116679271959,SAVINGS,credit,₹135549.0,Rs.,38881.25,pos,pending,NA,BigBazaar,Union Bank,+91-0710679039,REF37798321,Mumbai,Online purchase
TXN13833,25-11-2024,Rahul Sharma,0468352415,current,C,214116,inr,NULL,Online,Completed,FOOD,DMart,SBI,+91-2740129676,REF95476719,Bangalore,Salary credit
TXN16129,2024/01/11,Suresh Reddy,15892712597268,,DEBIT,Rs.176173.0,INR,5494.06,Pos,NULL,RENT,Flipkart,ICICI,06289006721,REF62871702,Kanpur,Online purchase
TXN18121,06 Jul 2024,RAJESH PATEL,****1349,FD,Credit,₹229390.0,Rs,null,MOBILE,FAILED,Others,PAYTM,Canara,4823692908,REF02395569,BANGALORE,
TXN12948,2023/03/26,RAJESH PATEL,AC41851996832762,Savings,debit,6957.15,rs,null,Mobile,PENDING,TRANSFER,Swiggy,Union Bank,81162-59697,REF51147771,DELHI,Duplicate entry
TXN16051,02/05/24,Sanya Malhotra,4522 2779 48,Fixed Deposit,Debit, 205670.8 ,Rs.,164033.77,MOBILE,REVERSED,Salary,NA,Kotak,+91-8829436106,REF87386382,BANGALORE,
TXN16169,"March 30, 2024",Vikram Mehta,****5821,current,DEBIT,"4,675.00",INR ,281277.67,pos,SUCCESS,INSURANCE,UBER,Yes Bank,+91-5582292500,REF27670176,Kanpur,Self transfer
TXN15502,"July 20, 2023",Anjali Rao,XXXX6852,null,debit,163280.0/-,Inr,387033.48,Mobile,success,Medical,Ola,PNB,04550561705,null,Bangalore,
TXN11084,13/12/2024,Anjali Rao,XXXX8795,Savings,cr, 61002.86 ,rs,264639.91,Online,Completed,SHOPPING,AMAZON,Yes Bank,1143678621,REF78187109,Surat,ATM cash
TXN16015,02-07-2023,Sunita Devi,75462162448359,Savings,Debit,"156,275.00",rs,422258.11,MOBILE,NA,Entertainment,DMART,Canara,,REF15553094,Lucknow,
TXN13023,"December 12, 2024",Sanya Malhotra,XXXX8333,savings,D,"84,225.00",Rs.,387584.9,Mobile,SUCCESS,SALARY,SELF,ICICI,17382-26068,REF66307099,Kolkata,Refund
TXN12687,04 Jan 2024,Kavita Verma,XXXX3392,Fixed Deposit,cr,Rs.29645.77,Rs.,183308.37,POS,Failed,Medical,Zomato,N/A,47209-26465,REF67947189,Delhi,Loan EMI
TXN11471,08-11-2024,Rahul Sharma,855002957380,Savings,Debit,Rs.214045.0,INR,457251.15,POS,Reversed,Utilities,,BOB,09193968718,REF17080492,Hyderabad,Refund
TXN12377,08-12-2023,Sunita Devi,7665 7031 01221338,Current,D,₹44680.0,rs,168562.07,pos,PENDING,Insurance,Self,Canara,+91-3825254309,REF35215173,Kolkata,Loan EMI
TXN12755,"June 19, 2024",Suresh Reddy,3159 9646 087254,SALARY,dr, 136773.58 ,INR ,138408.63,NA,SUCCESS,Transfer,PhonePe,Union Bank,46931-68151,REF19070445,Ahmedabad,Duplicate entry
TXN17970,07-19-2024,Anjali Rao,1090655330,CURRENT,Credit,INR 235522.0,Rs.,44449.38,Pos,Success,RENT,N/A,PNB,+919506009273,REF06097578,Bhubaneswar,Loan EMI
TXN17735,"January 23, 2024",NULL,AC704073081717,savings,CREDIT,INR 87923.0,Rs,214000.94,Mobile,Reversed,emi,BigBazaar,Canara,+91-2510807168,REF34265225,Surat,Online purchase
TXN17339,03 Mar 2024,Amit Kumar,473142459830,savings,CR, 214306.0 ,INR ,406803.15,upi,SUCCESS,emi,Swiggy,HDFC,+91-4484482689,REF87812762,BANGALORE,NA
TXN11006,31 Oct 2024,rahul sharma,XXXX4070,NA,DEBIT, 100558.0 ,Rs.,421381.21,ATM,Success,Insurance,PAYTM,Yes Bank,07411680691,NULL,Mumbai,Self transfer
TXN17830,09-11-2024,Ravi Chauhan,XXXX0158,Current,CREDIT,223817.0/-,Rs.,285715.77,IMPS,REVERSED,FOOD,Flipkart,AXIS,52388-59998,REF73375020,Chennai,null
TXN14286,06/08/23,Neha Gupta,5472230308593887,Salary,dr,₹202959.0,Rs,122512.98,BRANCH,pending,-,Myntra,Union Bank,+910344480773,REF45365359,Pune,Test txn
TXN14358,02/05/23,Anjali Rao,901599736435,Savings,D,39544.0,INR,211213.22,-,SUCCESS,utilities,Netflix,Yes Bank,+918050442185,REF03626533,Jaipur,Loan EMI
TXN10226,19/04/23,Ravi Chauhan,****5585,Salary,Credit, 140808.0 ,Rs.,226749.33,ATM,FAILED,Insurance,NULL,AXIS,+910488899210,REF24593344,Ahmedabad,Online purchase
TXN14542,22/10/23,Deepak Nair,****1530,Fixed Deposit,CR,Rs.93680.0, INR,213313.81,Branch,PENDING,Grocery,Self,PNB,8374025528,REF03532445,Surat,
TXN13869,11-04-2024,Amit Kumar,****4617,savings,Credit,54271.55,Rs,259488.21,NEFT,success,FOOD,NETFLIX,Kotak,04635808057,REF33928298,Surat,ATM cash
TXN12185,08/09/2023,Neha Gupta,****1131,CURRENT,Debit,160566,Rs,445890.62,ATM,success,OTHERS,DMart,Union Bank,8725696411,REF76499672,Ahmedabad,Duplicate entry
,08-26-2024,Sunita Devi,XXXX1011,savings,debit,191865, INR,34108.96,branch,PENDING,Rent,UBER,PNB,+91-8398637110,REF05148367,,Salary credit
TXN12946,21 Oct 2023,Rahul Sharma,5921 8931 058768,CURRENT,DEBIT, 69935.0 ,Inr,52754.98,UPI,REVERSED,Grocery,Ola,ICICI,+912463025786,REF57866673,Mumbai,Bill payment
TXN16141,2024/05/09,Rajesh Patel,AC74794599342345,Current,DEBIT,INR 54762.69, INR,39853.94,upi,SUCCESS,-,Myntra,AXIS,,REF06066032,Cuttack,
TXN13789,28 Sep 2024,Ravi Chauhan,XXXX3608,savings,debit,INR 148601.53,Inr,390487.32,Branch,FAILED,INSURANCE,PAYTM,ICICI,N/A,REF06553351,Kolkata,
TXN13483,"August 25, 2023",Arjun Bose,7191 7425 18697566,SALARY,C,213900.0/-, INR,397403.77,Mobile,PENDING,ATM Withdrawal,Reliance Fresh,PNB,18500-60307,REF84363486,Jaipur,Refund
TXN11541,"April 29, 2024",RAHUL SHARMA,10056870690571,SAVINGS,DEBIT,INR 113437.0,INR ,94624.03,N/A,FAILED,OTHERS,NETFLIX,Canara,N/A,REF26468551,Bangalore,NA
TXN10207,22 Jan 2024,Meena Iyer,AC77907141633565,CURRENT,DEBIT,Rs.187210.0,Rs,177415.43,MOBILE,Completed,Salary,Swiggy,AXIS,03333952111,REF90807595,Kanpur,Salary credit
TXN15417,21/06/23,AMIT KUMAR,76960495225417,CURRENT,dr,187206.0/-,Rs,340098.46,Mobile,failed,Salary,amazon,ICICI,N/A,NULL,Mumbai,ATM cash
txn16925,10-27-2024,Kavita Verma,****1812,current,cr,₹144528.0,Rs.,51485.09,branch,Success,SHOPPING,Flipkart,PNB,04950695887,REF22423939,Bhubaneswar,
TXN10156,29/03/24,Vikram Mehta,XXXX1486,Fixed Deposit,CREDIT,218801.0,Inr,180827.17,Pos,pending,FOOD,SWIGGY,Yes Bank,+917985524140,NA,Mumbai,Bill payment
TXN13804,23/02/2023,Meena Iyer,6671 5630 75925797,Salary,dr,INR 8507.0,inr,69827.18,pos,success,Rent,DMART,ICICI,+912340211990,REF69779447,Bhubaneswar,Duplicate entry
TXN12195,"January 19, 2024",Amit Kumar,****5413,current,CR,159212.0/-,INR,N/A,Pos,,Food,amazon,PNB,+917259212985,REF40555251,Kolkata,UPI payment
TXN10968,14-05-2023,Sunita Devi,2271 1175 7691,savings,Debit,Rs.220766.0, INR,117111.79,online,-,TRANSFER,FLIPKART,Yes Bank,0142647106,REF77031637,MUMBAI,
TXN16057,"November 25, 2023",Anjali Rao,XXXX3668,Fixed Deposit,C,"122,386.00",Rs.,389169.03,POS,SUCCESS,INSURANCE,N/A,SBI,06547117697,REF13049510,Mumbai,Duplicate entry
TXN16580,2024/05/12,Pooja Joshi,AC8034508457336776,Salary,debit,INR 146478.0,INR,74403.88,ATM,PENDING,SALARY,BigBazaar,PNB,N/A,null,CHENNAI,UPI payment
TXN10031,12 Sep 2024,Sanya Malhotra,XXXX3412,SAVINGS,DR,148473.0,Rs.,227561.63,MOBILE,REVERSED,Salary,PayTM,ICICI,+91-2102499471,null,Pune,NA
TXN16246,26-04-2023,Priya Singh,AC510750860458,Salary,DEBIT,Rs.42807.0,INR ,379934.95,Mobile,pending,Medical,Swiggy,BOB,,REF84495854,Ahmedabad,Refund
TXN13004,08-08-2024,Kavita Verma,4877 6013 1098,current,DEBIT,INR 188624.0,INR ,433295.41,ATM,FAILED,utilities,Ola,PNB,+91-2910374973,REF67121249,Bhubaneswar,N/A
TXN12955,07-28-2023,AMIT KUMAR,XXXX2084,Current,cr,238636, INR,129342.67,BRANCH,Pending,N/A,Flipkart,Kotak,0190624652,REF22562443,Bangalore,Bill payment
TXN10135,28/07/23,Amit Kumar,NULL,Savings,Credit,INR 195758.0,Rs.,59910.3,pos,FAILED,EMI,PAYTM,Union Bank,5079252419,REF38000307,Bangalore,
TXN17470,"July 08, 2023",Sunita Devi,97060020452678,Current,DR,147360.89,rs,377093.46,BRANCH,PENDING,Others,NA,BOB,+917799490616,REF46249710,Lucknow,
TXN14569,19 Nov 2024,Priya Singh,XXXX2493,Current,Credit,₹162937.0, INR,186089.62,MOBILE,Completed,OTHERS,PayTM,Union Bank,9661130144,REF04868906,Ahmedabad,
TXN13617,"August 28, 2023",Rahul Sharma,AC011326339886,Salary,dr,Rs.50264.0,rs,498046.23,BRANCH,SUCCESS,EMI,NA,Canara,05690436444,REF94421106,Nagpur,
TXN10154,"August 08, 2024",Sanya Malhotra,2233 2061 63294511,Fixed Deposit,Debit, 229295.0 ,Rs,294379.13,online,Reversed,emi,Uber,PNB,07997024629,N/A,Kolkata,Salary credit
TXN16608,"June 22, 2023",Neha Gupta,XXXX5914,CURRENT,DEBIT,₹219811.49,null,175113.54,MOBILE,Completed,Salary,,Yes Bank,69561-42827,REF53290386,DELHI,null
TXN11610,09-29-2024,Rajesh Patel,1297 3414 8502,current,C,37387.0,Inr,14732.08,upi,success,FOOD,NA,BOB,95960-23315,NULL,-,Refund
TXN14463,03/10/24,Arjun Bose,****7153,SALARY,debit,"206,672.00",INR ,316040.56,POS,failed,Transfer,Uber,Canara,+915007449142,REF47190574,Bhubaneswar,Online purchase
TXN13131,12-26-2023,Pooja Joshi,6770 3737 96728036,FD,cr,101066.0,rs,242082.36,BRANCH,Reversed,MEDICAL,Reliance Fresh,AXIS,,REF87774599,Surat,Loan EMI
TXN10139,2023/11/24,rahul sharma,****6174,Fixed Deposit,Credit,"140,973.00",Inr,388167.09,Mobile,-,RENT,N/A,NA,6413836702,REF03865719,Bangalore,-
txn17870,05/05/2024,AMIT KUMAR,****3931,FD,DR,₹81778.0,Rs,17810.28,Pos,SUCCESS,emi,Reliance Fresh,-,73194-89673,NULL,Jaipur,Refund
TXN14412,"July 23, 2023",Meena Iyer,3558 4537 79,CURRENT,null,INR 20878.0,Rs,124527.9,Pos,pending,SHOPPING,BigBazaar,AXIS,08046-89900,REF86567334,PUNE,Test txn
TXN17218,05-28-2023,Sanya Malhotra,XXXX3808,SAVINGS,DEBIT,38282.0,inr,47321.17,UPI,SUCCESS,emi,UBER,Kotak,67308-76922,REF80676286,Delhi,Bill payment
TXN13451,2024/04/27,AMIT KUMAR,7983042145382332,Savings,cr,INR 193816.0,Rs,N/A,branch,FAILED,Rent,PAYTM,Kotak,,REF88356347,Jaipur,null
TXN17144,06 May 2023,Pooja Joshi,AC62540254883486,SALARY,CR,Rs.154066.12,INR,412174.83,branch,Success,Rent,SELF,Kotak,,REF95898550,Jaipur,Test txn
TXN13601,14-08-2024,Anjali Rao,AC012073081634,Savings,CREDIT,115656,Inr,87056.56,pos,FAILED,Utilities,FLIPKART,AXIS,8582434822,REF85762362,Delhi,Self transfer
TXN12906,03-08-2024,Pooja Joshi,XXXX0136,Fixed Deposit,DEBIT, 197570.0 , INR,437541.54,IMPS,Failed,TRANSFER,Self,N/A,06788488059,REF42002892,Chennai,Self transfer
TXN14272,2023/09/09,RAHUL SHARMA,XXXX3227,current,Debit,76794,Rs.,55711.91,NEFT,REVERSED,EMI,PhonePe,SBI,7370743487,REF02980965,NULL,null
TXN16430,2023/06/23,Vikram Mehta,****9742,Current,CREDIT,69152, INR,187515.48,Online,Reversed,Others,NETFLIX,ICICI,+91-7664477289,REF57579118,PUNE,N/A
TXN17948,24/10/2023,Vikram Mehta,73916854583500,current,Credit,Rs.211702.0,N/A,72565.63,pos,pending,ATM Withdrawal,Self,null,46731-55866,REF44137877,Lucknow,Test txn
TXN15473,30 Mar 2024,Pooja Joshi,3385 4599 995579,SAVINGS,Debit,178936.15,INR,435276.68,UPI,Reversed,Entertainment,Swiggy,HDFC,34884-86638,REF81503785,Lucknow,Online purchase
TXN14721,17 Oct 2024,Amit Kumar,NULL,SALARY,C,"96,216.00",rs,462119.29,online,Failed,INSURANCE,FLIPKART,SBI,8528776382,REF77601326,CHENNAI,Self transfer
TXN13767,2024/05/03,Meena Iyer,5316279706699955,CURRENT,credit,INR 37277.43,INR ,203769.64,NEFT,Success,MEDICAL,amazon,BOB,51175-59583,REF21570956,Bangalore,UPI payment
TXN17895,04/08/24,Amit Kumar,AC8230942608347634,SAVINGS,D,₹137830.0,Rs,NA,upi,Completed,ATM Withdrawal,NETFLIX,BOB,,REF40215306,Jaipur,ATM cash
TXN16155,26-05-2024,Rajesh Patel,XXXX5570,CURRENT,C,"183,738.00",Inr,165827.86,ATM,PENDING,Salary,AMAZON,Union Bank,N/A,REF35928715,Chennai,Test txn
TXN12066,26/10/2023,Deepak Nair,6288156603,FD,Credit,₹159744.0,Rs.,103211.52,IMPS,Completed,Insurance,PhonePe,AXIS,+91-2441676218,REF30964742,Hyderabad,Refund
TXN10828,08/08/23,AMIT KUMAR,9479 5074 071732,Savings,C,"168,534.00",null,144634.97,branch,NA,Medical,Zomato,SBI,+916089411849,REF59928553,Kanpur,
TXN16112,05 Apr 2024,Anjali Rao,****1302,current,D,77893.0,inr,469630.1,IMPS,Failed,SHOPPING,DMart,AXIS,+910378972887,REF28321976,Jaipur,Bill payment
TXN14613,02/04/2023,Vikram Mehta,XXXX4411,current,debit,Rs.220969.0,NULL,488708.61,Mobile,SUCCESS,Rent,Uber,Yes Bank,,REF07212187,Pune,Bill payment
TXN13442,01-04-2024,Meena Iyer,128133094380,Savings,CR,87980.0/-,inr,87835.83,ATM,Pending,OTHERS,NETFLIX,Kotak,+918942062488,REF02825365,Bangalore,UPI payment
TXN13161,01-15-2024,Rahul Sharma,XXXX6206,CURRENT,Debit,2986.61/-,INR,216445.57,Branch,failed,ATM Withdrawal,Uber,Union Bank,+91-7681120056,REF53040743,Nagpur,Salary credit
TXN14946,16 Sep 2023,RAHUL SHARMA,0794 4679 59,SAVINGS,CR,₹116829.0,INR,124729.74,Pos,PENDING,RENT,Swiggy,ICICI,+917774821257,REF65801748,Surat,Refund
txn13212,24/06/2024,Arjun Bose,645903006799,Current,dr, 95447.0 ,inr,336656.98,POS,Pending,Salary,Reliance Fresh,Kotak,07727538668,REF07342180,Surat,Online purchase
TXN17697,"October 14, 2023",Rahul Sharma,****1853,Salary,CREDIT,28701.0,Inr,317567.4,POS,FAILED,Utilities,BigBazaar,HDFC,08818957172,REF61439891,Pune,Test txn
TXN12274,10-26-2023,RAJESH PATEL,****6332,Savings,D,₹124513.0,rs,368633.0,online,SUCCESS,TRANSFER,PhonePe,Yes Bank,+91-9102419827,REF49520769,Delhi,Refund
TXN18137,"June 26, 2024",RAHUL SHARMA,6238 9505 216792,SAVINGS,CREDIT,Rs.34825.0,INR,476321.03,ONLINE,PENDING,GROCERY,AMAZON,HDFC,84415-39879,null,Surat,Loan EMI
TXN15839,11 Jul 2023,Ravi Chauhan,971211642818,CURRENT,dr,INR 54584.0,rs,110339.96,POS,Success,Medical,Myntra,Canara,+914440597477,REF20112702,Kolkata,null
TXN11202,26-01-2024,Ravi Chauhan,AC9229533861941183,FD,Debit,null,Rs,94722.51,branch,REVERSED,MEDICAL,SWIGGY,Union Bank,N/A,REF38269285,Bhubaneswar,UPI payment
TXN11792,30/05/23,Meena Iyer,AC6309773983666097,Fixed Deposit,Credit,₹197751.0,INR ,222401.51,NEFT,Reversed,OTHERS,NA,null,09322652782,REF30594156,Delhi,UPI payment
TXN13149,2023/05/18,Pooja Joshi,****1880,SAVINGS,credit, 16421.0 ,INR,60074.79,Branch,Pending,utilities,PhonePe,N/A,09316393483,REF49085747,Bhubaneswar,UPI payment
TXN15516,2023/10/09,AMIT KUMAR,2154 3853 04188711,savings,D,Rs.147369.0,rs,446227.88,upi,success,TRANSFER,SELF,Kotak,09680-75938,REF26325038,Lucknow,Salary credit
TXN11115,"April 08, 2023",Ravi Chauhan,335937971900,savings,D,INR 24908.0, INR,338830.63,ONLINE,failed,MEDICAL,,Yes Bank,02304532316,REF78145647,Chennai,
TXN12597,10-07-2024,Rahul Sharma,6653479710900281,Current,C,102367.0/-, INR,154911.9,ONLINE,success,Others,Ola,ICICI,+919425012291,REF53759271,Bhubaneswar,
TXN12998,2023/01/12,Priya Singh,416177237973,Savings,debit,Rs.48714.0,Rs,424120.49,IMPS,Success,RENT,NULL,HDFC,7447156503,REF50074883,Bangalore,Bill payment
TXN16927,02 Aug 2024,Anjali Rao,AC7888681410,Salary,CR,₹145898.0,Rs,304093.48,ONLINE,Completed,Others,DMart,Kotak,N/A,REF13644129,Kolkata,Test txn
TXN13943,"April 15, 2024",Rajesh Patel,9988 9537 74,Salary,CREDIT,Rs.248951.0,INR ,357083.75,POS,pending,GROCERY,Netflix,HDFC,+916890550778,REF99509181,Surat,Online purchase
TXN17876,15/09/24,Sanya Malhotra,AC680290805091,Fixed Deposit,C,₹151442.31,rs,29059.65,Online,FAILED,Utilities,Swiggy,BOB,+915706319924,REF85153734,Chennai,
TXN14805,03-26-2024,Sunita Devi,1411 1518 40,Current,C,126233.05/-, INR,310641.35,Pos,NA,Rent,NA,Yes Bank,+919367607836,REF94036834,Nagpur,Bill payment
TXN13654,08/09/24,Rajesh Patel,XXXX5156,CURRENT,debit,INR 34962.0,null,29650.58,IMPS,Completed,RENT,Self,Union Bank,2984685857,REF50575997,Hyderabad,Bill payment
TXN15973,16-07-2023,Rajesh Patel,9790837316,Savings,Credit,132689.03, INR,150392.29,pos,pending,Grocery,PhonePe,Union Bank,00209233468,REF20695701,Delhi,
TXN10291,26 Jul 2024,Arjun Bose,XXXX7545,FD,Credit,"76,206.00",Rs,154406.73,ONLINE,SUCCESS,SHOPPING,Reliance Fresh,SBI,8907140140,REF93932501,CHENNAI,UPI payment
TXN16746,"November 10, 2023",Arjun Bose,0438 5940 63928490,savings,D,₹165593.0, INR,161926.1,POS,REVERSED,,PayTM,Canara,+91-4544778237,REF11357967,Jaipur,Salary credit
TXN14048,12-19-2023,Suresh Reddy,****2335,CURRENT,D,128325.61,rs,385156.6,branch,failed,FOOD,SWIGGY,Canara,3956851423,REF48551313,CHENNAI,
